伝票日付,納期,仕入先コード,仕入先カナ,仕入先名,発注区分,品目コード,品目カナ,品目仕様＊,品目図番＊,数量,単価,金額,機種コード,機種カナ,伝票番号,データ区分
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,3195150,ｵｻｴﾛ-ﾙｿｸﾊﾞﾝ,LSP-2205(1),LSP-2205(1),60,22.0,1320,31900.0,LSP-2 ﾎﾟｯﾄﾊｼｭｷｾｯﾄ, 53924,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,3195150,ｵｻｴﾛ-ﾙｿｸﾊﾞﾝ,LSP-2205(1),LSP-2205(1),60,22.0,1320,31900.0,LSP-2 ﾎﾟｯﾄﾊｼｭｷｾｯﾄ, 53925,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,3215125,ﾄｺﾂﾁｱﾝﾅｲﾊﾞﾝ,LSA-1315(1),LSA-1315(1),120,17.0,2040,32100.0,LSA-1, 53928,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,3215125,ﾄｺﾂﾁｱﾝﾅｲﾊﾞﾝ,LSA-1315(1),LSA-1315(1),20,17.0,340,32100.0,LSA-1, 53927,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,3488069,ﾊﾈﾀﾞｼﾛｰﾗｰｱｰﾑ CP,VP2-34004-1+B,VP2-34004-1+B,24,17.46,420,34800.0,OP-4, 53970,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,4205299,ﾖﾋﾞﾅｴﾀﾞｲﾊﾟｲﾌﾟ,RXB6-52301-1+A,RXB6-52301-1+A,1440,10.0,14400,42000.0,RXCH-6 ｳｴﾂｹﾌﾞ ﾎｯｶｲﾄﾞｳ, 53986,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,3486085,ｼｭﾍﾝｿｸﾛｯﾄCP(ﾂﾘ),OP2-54002(1),OP2-54002(1),20,220.0,4400,34800.0,OP-4, 53965,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,,3486140,ﾕｱﾂﾛｯﾄｶﾅｸﾞﾏｴ CP,OP2-65004,OP2-65004,20,15.0,300,34800.0,OP-4, 53966,51
20230207,20230207,572,ﾖﾘﾃﾂｺｳｼﾖ,有限会社頼鉄工所,,4035237,ﾆｭｳﾘｮｸｼﾞｸCP(ｹﾝﾏ),OC1-1204,OC1-1204,60,800.0,48000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 54989,51
20230207,20230207,597,ｴｲｼﾝｷﾝｿﾞｸ,栄進金属工業株式会社,,3037392,ﾆｼﾞｮｳｸﾗﾂﾁﾜｲﾔｰﾄﾘﾂｹｻﾞ,RX6-22101-1,RX6-22101-1,225,1.0,225,30300.0,LPRH-6, 55022,51
20230207,20230207,583,ﾋﾞｾﾞﾝｵｰﾄ,株式会社ビゼンオート,,4035251,ﾖｱﾂﾆｶﾞｼCP,OC1-1126(2),OC1-1126(2),120,396.0,47520,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 55004,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215300,ﾆｭｳﾘｮｸｷﾞﾔ32,RXE60-11207,RXE60-11207,15,781.0,11715,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 25489,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215300,ﾆｭｳﾘｮｸｷﾞﾔ32,RXE60-11207,RXE60-11207,50,781.0,39050,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 25490,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215300,ﾆｭｳﾘｮｸｷﾞﾔ32,RXE60-11207,RXE60-11207,30,781.0,23430,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 44098,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215297,ｱｲﾄﾞﾙｷﾞﾔ24,RXE60-11204,RXE60-11204,30,957.0,28710,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 44096,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215295,ﾆｭｳﾘｮｸｷﾞﾔｰ24,RXE60-11202,RXE60-11202,50,512.0,25600,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 25484,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215295,ﾆｭｳﾘｮｸｷﾞﾔｰ24,RXE60-11202,RXE60-11202,15,512.0,7680,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 25483,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215297,ｱｲﾄﾞﾙｷﾞﾔ24,RXE60-11204,RXE60-11204,50,957.0,47850,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 25486,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,,4215297,ｱｲﾄﾞﾙｷﾞﾔ24,RXE60-11204,RXE60-11204,15,957.0,14355,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 25485,51
20230207,20230207,546,ﾆﾎﾝﾊﾟｰｶｰﾗｲｼﾞ,株式会社日本パーカーライジング　広島工場,,3065087,ｷﾞﾔｰｺﾃｲｶﾅｸﾞ,X4-3104(1),X4-3104(1),128,2.87,368,30600.0,X-4, 54014,51
20230207,20230207,546,ﾆﾎﾝﾊﾟｰｶｰﾗｲｼﾞ,株式会社日本パーカーライジング　広島工場,,3035194,ﾅｴﾊﾞｺｽﾄﾂﾊﾟｰﾂﾒ(L)CP,LPRH6-23206(2)L+B,LPRH6-23206(2)L+B,64,19.6,1255,30300.0,LPRH-6, 54000,51
20230207,20230207,546,ﾆﾎﾝﾊﾟｰｶｰﾗｲｼﾞ,株式会社日本パーカーライジング　広島工場,,3035195,ﾅｴﾊﾞｺｽﾄﾂﾊﾟｰﾂﾒ(R)CP,LPRH6-23206(2)R+B,LPRH6-23206(2)R+B,64,19.6,1255,30300.0,LPRH-6, 54002,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3815604,ｼｭﾂﾘｮｸｼﾞｸ,W4-3001(2),W4-3001(2),30,105.0,3150,38100.0,W-1(ﾁｴｱｰﾂｷ), 54106,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,4215036,ｶﾌﾞﾏｼﾌﾀｰﾚﾊﾞｰ,RXD6-11506-2,RXD6-11506-2,75,104.0,7800,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 54115,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3655227,ｱｲﾄﾞﾙｷﾞﾔｰｼﾞｸ,MF2-9306,MF2-9306,30,98.0,2940,36500.0,MF-1 ﾏﾙﾁﾁｴｱｰ, 54102,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3935347,ｲﾄﾞｳｼﾘﾝﾀﾞｰﾄﾘﾂｹｼﾞｸ,GW40-4120,GW40-4120,60,43.0,2580,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 54110,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,1575601,ﾃﾞﾝﾄﾞｳｼﾞｸ,PB12-2051(1),PB12-2051(1),100,46.0,4600,15700.0,PB-120 ﾍﾞﾙﾄｼｷ ﾔｻｲﾊｼﾕｷ, 54051,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3486079,ﾊﾝｿｳｼﾞｮｲﾝﾄｼﾞｸ,OP2-44015(1),OP2-44015(1),40,73.0,2920,34800.0,OP-4, 54095,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,1365713,ｼｭﾄﾞｳﾚﾊﾞｰLCP(ﾂﾘ),IDM80-5504L+A,IDM80-5504L+A,80,121.0,9680,13600.0,IDM-8, 54048,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3486124,ｶｴｷﾞﾔｰ36,OP2-92011,OP2-92011,32,109.0,3488,34800.0,OP-4, 54097,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,4005073,ｻﾝｶｸﾊﾈ CP (ﾍﾞｰｷﾝｸﾞ ｸﾛ),CF40-00008(1),CF40-00008(1),64,55.0,3520,40000.0,ﾅｴﾄﾞｺ, 54113,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3655013,ﾀﾞｲ1ｷﾞﾔｰCP,MF2-1103-4(2),MF2-1103-4(2),180,91.0,16380,36500.0,MF-1 ﾏﾙﾁﾁｴｱｰ, 54098,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,4035324,ｶｲﾃﾝﾊﾞｼﾞｸ,OC1-1103(2),OC1-1103(2),120,484.0,58080,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 54114,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,1365714,ｼｭﾄﾞｳﾚﾊﾞｰRCP(ﾂﾘ),IDM80-5504R+A,IDM80-5504R+A,80,121.0,9680,13600.0,IDM-8, 54049,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3935206,ｼﾘﾝﾀﾞｰｼﾞｮｳｹﾞﾄﾘﾂｹﾋﾟﾝ,GW30-4114+A,GW30-4114+A,30,182.0,5460,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 46251,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3065233,ｶｴｷﾞﾔｰ17,X4-8206,X4-8206,26,121.0,3146,30600.0,X-4, 54071,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,,3478006,ｸﾄﾞｳｷﾞﾔｰ17,OPT4-11109,OPT4-11109,32,121.0,3872,34700.0,OPR-4H(ｷﾖｳﾂｳ), 54080,51
20230207,20230207,287,ｵｵｼﾏ,株式会社オオシマ,,3831035,ﾀｲﾔｼｬﾘﾝ(ﾋﾀﾞﾘ),WH-400-7PRA250L,WH-400-7PRA250L,60,4840.0,290400,38300.0,MY-601, 53569,51
20230207,20230207,287,ｵｵｼﾏ,株式会社オオシマ,,3831038,ﾀｲﾔｼｬﾘﾝ(ﾐｷﾞ),WH-400-7PRA250R,WH-400-7PRA250R,60,4840.0,290400,38300.0,MY-601, 53570,51
20230207,20230207,170,ﾕｰｼﾝ,株式会社ユーシン,,3080062,ﾄﾘﾂｹｻﾞｺﾞﾑ(ｺﾞﾑﾊﾟｯｷﾝ),RXB6-41303,RXB6-41303,15,180.0,2700,30800.0,RXB-6, 53254,51
20230207,20230207,271,ﾀｷﾑﾗﾁﾖｸｾﾝｼﾖ,滝村直線所,,4020066,ﾊﾘｶﾞﾈ #12 L=1800MM,RBR20-1804,RBR20-1804,300,16.0,4800,40200.0,RBR-20(ｷﾖｳﾂｳ), 45767,51
20230207,20230207,260,ｲﾉｳｴﾃﾞﾝｷ,有限会社井上電気工業所,,3930382,ﾕｱﾂﾎﾟﾝﾌﾟﾕﾆｯﾄAY,GW41-4101+A,GW41-4101+A,30,288.0,8640,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 53518,51
20230207,20230207,63,ｼﾝｾｲﾃﾞﾝｷ,新生電機株式会社,,3930412,ﾏｸﾂｷ ｸﾞﾛﾒｯﾄ SG-30B,GW30-1408(1)+A,GW30-1408(1)+A,200,30.0,6000,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 52562,51
20230207,20230207,63,ｼﾝｾｲﾃﾞﾝｷ,新生電機株式会社,,3002004,ｲﾝｼﾕﾛﾂｸﾀｲ  251L(T-60S),CV-250,CV-250,200,4.73,946,30000.0,LR4 2ｶﾞﾀ ｼﾞﾖｳﾖｳ4ｼﾞﾖｳ ﾛｰﾀﾘ, 52501,51
20230207,20230207,63,ｼﾝｾｲﾃﾞﾝｷ,新生電機株式会社,,3002006,ｲﾝｼﾕﾛﾂｸﾀｲ  383L(T-50L),CV-350,CV-350,200,13.4,2680,30000.0,LR4 2ｶﾞﾀ ｼﾞﾖｳﾖｳ4ｼﾞﾖｳ ﾛｰﾀﾘ, 52505,51
20230207,20230207,84,ﾄｳｼﾝｷﾝｿﾞｸ,東伸金属工業株式会社,,3060306,ｵｼﾀﾞｼｹｰｽ L,X4-3102L,X4-3102L,400,168.17,67268,30600.0,X-4, 52615,51
20230207,20230207,84,ﾄｳｼﾝｷﾝｿﾞｸ,東伸金属工業株式会社,,3060307,ｵｼﾀﾞｼｹｰｽ R,X4-3102R,X4-3102R,400,175.06,70024,30600.0,X-4, 52616,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,,34701402,ﾍﾞﾔﾘﾝｸﾞ  BB6007DD,BB6007DD,BB6007DD,360,348.0,125280,34700.0,OPR-4H(ｷﾖｳﾂｳ), 52447,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,,3032301,ﾍﾞﾔﾘﾝｸﾞ  BB6905LL,BB6905DD,BB6905DD,120,354.0,42480,30300.0,LPRH-6, 52437,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,,30223072,ﾍﾞﾔﾘﾝｸﾞ  BB6205DD,BB6205DD,BB6205DD,240,252.0,60480,30200.0,LTD3F, 52420,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,,30223694,ﾍﾞﾔﾘﾝｸﾞ  BB6204DD,BB6204DD,BB6204DD,216,217.0,46872,30200.0,LTD3F, 52432,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,,3022214,ｵｲﾙｹﾞｰｼﾞ 2007,OG2007,OG2007,247,98.0,24206,30200.0,LTD3F, 52414,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,,3920098,ﾍﾞﾔﾘﾝｸﾞ  BB6004DD,BB6004DD,BB6004DD,240,207.0,49680,39200.0,GH-3(ｼｭｳｶｸﾀﾞｲｼｬ), 52456,51
20230207,20230207,118,ﾆｼｺﾞｳﾘｼﾖｳﾃﾝ,株式会社西郡商店,,3022229,ﾛｯﾄｴﾝﾄﾞ LHSA8,NMB-LHSA8,NMB-LHSA8,173,510.0,88230,30200.0,LTD3F, 52659,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,34333021,ﾏﾙﾍﾞﾙﾄ 6ﾊﾟｲ,LSPE60-3006,LSPE60-3006,60,336.0,20160,34300.0,LSPE-6 ｷﾖｳﾂｳ, 52682,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3100027,ﾂﾁｵﾄｼﾌﾞﾗｼCP(3-5),MRX8-22608(2),MRX8-22608(2),90,640.0,57600,31000.0,MRX-8 ｷｮｳﾂｳ, 52668,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3141057,ﾏﾙﾍﾞﾙﾄ (ﾎﾟﾘｳﾚﾀﾝ)6ﾊﾟｲ,LSPE4-3006(1),LSPE4-3006(1),10,281.0,2810,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 52673,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3100027,ﾂﾁｵﾄｼﾌﾞﾗｼCP(3-5),MRX8-22608(2),MRX8-22608(2),360,640.0,230400,31000.0,MRX-8 ｷｮｳﾂｳ, 52669,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3210211,*ﾄｺﾂﾁﾁｮｳﾘｮｳﾌﾞﾗｼ(4-1),LSA-1404(1),LSA-1404(1),30,930.0,27900,32100.0,LSA-1, 52676,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3210211,*ﾄｺﾂﾁﾁｮｳﾘｮｳﾌﾞﾗｼ(4-1),LSA-1404(1),LSA-1404(1),40,930.0,37200,32100.0,LSA-1, 52675,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3141045,*ﾂﾁｵﾄｼﾌﾞﾗｼCP(4-13),LSPE4-1007(1)+A,LSPE4-1007(1)+A,10,840.0,8400,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 52672,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3493042,*ﾂﾁｵﾄｼﾌﾞﾗｼCP(5-17),OSE100-5002(1),OSE100-5002(1),100,1160.0,116000,34900.0,ﾀﾏﾈｷﾞﾊｼﾕｷ OSE-1, 52696,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3431311,*ﾂﾁｵﾄｼﾌﾞﾗｼCP(4-14),LSPE62-1031(1)+A,LSPE62-1031(1)+A,60,840.0,50400,34300.0,LSPE-6 ｷﾖｳﾂｳ, 52681,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3210213,*ﾄｺﾂﾁﾁｮｳﾘｮｳﾌﾞﾗｼCP(4-12),LSPA1-4001(1),LSPA1-4001(1),30,1250.0,37500,32100.0,LSA-1, 52678,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3210213,*ﾄｺﾂﾁﾁｮｳﾘｮｳﾌﾞﾗｼCP(4-12),LSPA1-4001(1),LSPA1-4001(1),40,1250.0,50000,32100.0,LSA-1, 52677,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3140379,*ｺﾃｲﾌﾞﾗｼCP(4-2),LSP-2105(1),LSP-2105(1),30,1540.0,46200,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 52671,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,3140379,*ｺﾃｲﾌﾞﾗｼCP(4-2),LSP-2105(1),LSP-2105(1),50,1540.0,77000,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 52670,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,,4032184,ｶｷｱｹﾞﾌﾞﾗｼCP,OC1-1301(1)+A,OC1-1301(1)+A,360,1490.0,536400,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 52704,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,3630154,ｵｲﾙｼｰﾙ TC 17328,OSTC-17328,OSTC-17328,300,70.4,21120,36300.0,NA830(ｷﾖｳﾂｳ), 52276,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,3032111,ｵｲﾙｼｰﾙ  TC28478,OSTC-28478,OSTC-28478,100,53.5,5350,30300.0,LPRH-6, 52242,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,3032029,Oﾘﾝｸﾞ S-80,ORS-80,ORS-80,150,53.1,7965,30300.0,LPRH-6, 52240,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,30239741,ｸﾘｯﾌﾟ WF-80A,CLP-WF80A,CLP-WF80A,150,31.0,4650,30200.0,LTD3F, 52236,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,3022147,ｵｲﾙｼ-ﾙ TBFY 20329.5,OSTBFY-20329.5,OSTBFY-20329.5,150,102.0,15300,30200.0,LTD3F, 52227,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,3022033,Oﾘﾝｸﾞ S-46,ORS-46,ORS-46,500,11.6,5800,30200.0,LTD3F, 52203,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,1403063,ﾌﾗﾝｼﾞﾌﾞｯｼｭ,MB-80F1006,MB-80F1006,752,50.0,37600,14000.0,PY-121, 52193,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,,3022106,ｵｲﾙｼ-ﾙ TC 12227,OSTC-12227,OSTC-12227,200,30.1,6020,30200.0,LTD3F, 52211,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032186,ﾊﾈﾖｹｽﾎﾟﾝｼﾞ,OC1-1134,OC1-1134,120,80.0,9600,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51905,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032117,ﾍﾞﾍﾞﾙｹｰｽﾌﾀﾊﾟｯｷﾝ,OC1-1132,OC1-1132,120,60.0,7200,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51899,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032120,ﾐｷﾞｼﾀｺﾞﾑｶﾊﾞｰ,OC1-3125,OC1-3125,60,410.0,24600,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51900,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032121,ﾏｴｼﾀｺﾞﾑｶﾊﾞｰ,OC1-3123,OC1-3123,120,430.0,51600,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51901,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032128,ｽｷﾏｳﾒｽﾎﾟﾝｼﾞ,OC1-3081,OC1-3081,120,350.0,42000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51902,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032178,ｶｲﾃﾝﾊﾞﾍﾞﾍﾞﾙｹｰｽﾊﾟｯｷﾝ,OC1-1129(1),OC1-1129(1),120,50.0,6000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51903,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032179,ｶｲﾃﾝﾊﾞﾄﾞﾛﾖｹ,OC1-1124,OC1-1124,120,150.0,18000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51904,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032193,ｶﾊﾞｰﾊﾟｯｷﾝ,OC1-3018,OC1-3018,60,35.0,2100,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51906,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032194,ﾋﾀﾞﾘﾏｴｺﾞﾑｶﾊﾞｰ,OC1-3121(1),OC1-3121(1),60,350.0,21000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51907,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032195,ｳﾁｺﾞﾑｶﾊﾞｰﾐｷﾞ(19/10),OC1-3181(2)(19/10),OC1-3181(2),60,1900.0,114000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51908,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032197,ｳﾁｺﾞﾑｶﾊﾞｰﾅｶ(19/10),OC1-3182(2)(19/10),OC1-3182(2),60,2300.0,138000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51910,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032198,ｳﾁｺﾞﾑｶﾊﾞｰﾋﾀﾞﾘ,OC1-3183(2),OC1-3183(2),60,1900.0,114000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51911,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032199,ﾖｺﾊｲｼｭﾂｺｳｶﾊﾞｰ,OC1-3034,OC1-3034,60,200.0,12000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51912,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032202,ｶｷｱｹﾞｶﾊﾞｰ,OC1-3513(1),OC1-3513(1),120,350.0,42000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51913,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032219,ｱﾄﾊｲｼｭﾂｺｳｶﾊﾞｰ,OC1-3035,OC1-3035,60,120.0,7200,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51914,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,,4032196,ｽｷﾏｺﾞﾑ,OC1-3184(1),OC1-3184(1),300,280.0,84000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 51909,51
20230207,20230207,62,ｾｲｺｳｼﾔ,㈱精巧社,,34730071,ﾁｭｳﾕﾏｰｸ ﾋﾀﾞﾘ ｶﾝｺｸｼﾖｳ,OPK4-81059L,OPK4-81059L,90,14.3,1287,34700.0,OPR-4H(ｷﾖｳﾂｳ), 52489,51
20230207,20230207,62,ｾｲｺｳｼﾔ,㈱精巧社,,3700014,EH092ｹｲｺｸﾏｰｸ ｶﾝｺｸ,VPC272-81025,VPC272-81025,10,44.0,440,37000.0,VP-1 ｷﾖｳﾂｳ, 52491,51
