伝票日付,納期,仕入先コード,仕入先カナ,仕入先名,発注区分,品目コード,品目カナ,品目仕様＊,品目図番＊,数量,単価,金額,機種コード,機種カナ,伝票番号,データ区分
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,補用,36000191,ﾅｴｳｹﾛｰﾗｰﾊﾞﾈ (H25/10)(100ｲ,OPR400-24305(4),OPR400-24305(4),300,135.0,40500,36000.0,OPRA400ﾅｲﾁ ｸﾄﾞｳ ｳｴﾂｹ ｷｮｳﾂ, 57879,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,補用,4302070,ｸﾗｯﾁｽﾌﾟﾘﾝｸﾞ(100ｲﾘ),RXG8-25304+A,RXG8-25304+A,10,19.8,198,43000.0,RXA-8(ｷﾖｳﾂｳ), 57884,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,補用,36000191,ﾅｴｳｹﾛｰﾗｰﾊﾞﾈ (H25/10)(100ｲ,OPR400-24305(4),OPR400-24305(4),600,135.0,81000,36000.0,OPRA400ﾅｲﾁ ｸﾄﾞｳ ｳｴﾂｹ ｷｮｳﾂ, 57880,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,補用,3023351,ﾛｯｸ ﾊﾞﾈ(100ｲﾘ),LTP-3338,LTP-3338,60,14.0,840,30200.0,LTD3F, 57861,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,補用,3023015,ｸﾗｯﾁﾊﾞﾝﾊﾞﾈ ﾎｼﾞｮ,LT-2402-4(1),LT-2402-4(1),30,59.9,1797,30200.0,LTD3F, 57855,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,補用,3023014,ｸﾗｯﾁﾊﾞﾝﾊﾞﾈ(H14/7),LT-2402-1(2)H14/7,LT-2402-1(2),30,90.9,2727,30200.0,LTD3F, 57854,51
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3020165,ﾕｱﾂﾎﾟﾝﾌﾟｸﾄﾞｳﾎﾞｽ,SCM415 ﾊﾟｲ22X35L,RXE4-51401-2(1),220,31.0,6820,30200.0,LTD3F, 55320,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3020117,ｺｳﾘﾝｱｲﾄﾞﾙｷﾞﾔｰ16,SCM415 ﾊﾟｲ55X32L,RXE4-12301-1(1),445,142.0,63190,30200.0,LTD3F, 55313,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3020145,ｻｲﾄﾞｸﾗｯﾁﾚﾊﾞｰｼﾞｸ,S45C ﾊﾟｲ32X163L,RXE4-12203-1+A,440,186.0,81840,30200.0,LTD3F, 55318,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,4040347,ﾂｰｽｼｭﾂﾘｮｸｷﾞﾔｼﾞｸ,SCM415 ﾊﾟｲ22X172L,KW4-22205-1(1),100,112.0,11200,40400.0,RW40 ｼﾞｮｳﾖｳｽｲﾃﾞﾝｼﾞｮｿｳｷ ﾎﾝ, 55335,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,4040345,ﾂｰｽｼｭﾂﾘｮｸｷﾞﾔ40,SCM415 ﾊﾟｲ90X10L,KW6-22205-2,100,156.0,15600,40400.0,RW40 ｼﾞｮｳﾖｳｽｲﾃﾞﾝｼﾞｮｿｳｷ ﾎﾝ, 55334,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3020118,ｺｳﾘﾝｱｲﾄﾞﾙｷﾞﾔｰ50,SCM415 ﾊﾟｲ105X13L,RXE4-12301-2,445,255.0,113475,30200.0,LTD3F, 55314,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3014205,ｱﾄｼｬｼﾞｸ,SCM415 ﾊﾟｲ36X159L,KE3-12501-1,452,253.0,114356,30100.0,LPR4, 55306,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3014210,ｾﾞﾝｼｬｼﾞｸ,SCM415 ﾊﾟｲ36X159L,KE3-14011-3-1,100,253.0,25300,30100.0,LPR4, 55307,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,4040344,ﾂｰｽｼｭﾂﾘｮｸｷﾞﾔ50,SCM415 ﾊﾟｲ105X10L,KW6-22205-3,100,214.0,21400,40400.0,RW40 ｼﾞｮｳﾖｳｽｲﾃﾞﾝｼﾞｮｿｳｷ ﾎﾝ, 55333,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3020115,ｺｳﾘﾝｱｲﾄﾞﾙｷﾞﾔｰ18,SCM415 ﾊﾟｲ44X26L,RXE4-11403-2(1),225,82.0,18450,30200.0,LTD3F, 55312,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3014244,ｷﾘｶｴｷﾞﾔｰ26,SCM415 ﾊﾟｲ60X10L,KE3-11605-2(1),105,78.0,8190,30100.0,LPR4, 55308,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,,3020114,ｺｳﾘﾝｱｲﾄﾞﾙｷﾞﾔｰ34,SCM415 ﾊﾟｲ75X13L,RXE4-11403-1,225,132.0,29700,30200.0,LTD3F, 55311,52
20230207,20230207,512,ｵｶﾔﾏｾｲｷ,岡山精機工業株式会社,,3488002,ｶﾑｼﾞｸ,VP2-25001-1(2),VP2-25001-1(2),4,2080.0,8320,34800.0,OP-4, 55302,52
20230207,20230207,566,ﾔﾏｻｷｹﾝﾏﾒﾂｷ,山崎研磨メッキ有限会社,,3935501,ｸﾄﾞｳｼｬﾘﾝｼﾞｸ,(ﾍﾞｰｷﾝｸﾞ),GW41-1306(1),30,446.0,13380,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 54837,51
20230207,20230207,566,ﾔﾏｻｷｹﾝﾏﾒﾂｷ,山崎研磨メッキ有限会社,,3479057,ｱﾝﾅｲﾘﾝｱｰﾑﾓﾄｻﾞ, ,OPC4-32108,25,62.0,1550,34700.0,OPR-4H(ｷﾖｳﾂｳ), 54669,51
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,補用,3020165,ﾕｱﾂﾎﾟﾝﾌﾟｸﾄﾞｳﾎﾞｽ,SCM415 ﾊﾟｲ22X35L,RXE4-51401-2(1),50,31.0,1550,30200.0,LTD3F, 58621,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,補用,3020114,ｺｳﾘﾝｱｲﾄﾞﾙｷﾞﾔｰ34,SCM415 ﾊﾟｲ75X13L,RXE4-11403-1,9,132.0,1188,30200.0,LTD3F, 58604,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,補用,3020115,ｺｳﾘﾝｱｲﾄﾞﾙｷﾞﾔｰ18,SCM415 ﾊﾟｲ44X26L,RXE4-11403-2(1),9,82.0,738,30200.0,LTD3F, 58605,52
20230207,20230207,512,ｵｶﾔﾏｾｲｷ,岡山精機工業株式会社,補用,3488002,ｶﾑｼﾞｸ,VP2-25001-1(2),VP2-25001-1(2),6,1750.0,12480,34800.0,OP-4, 58598,52
20230207,20230207,22,ｵｵﾀｷﾝｿﾞｸ,太田金属株式会社,,3431338,ﾊｲﾄﾞﾊﾞﾝCP ﾌｯｿｺｰﾄ,LSPE62-3016,LSPE62-3016,60,450.0,27000,34300.0,LSPE-6 ｷﾖｳﾂｳ, 51921,51
20230207,20230207,125,ﾋｶﾘｹｲｷﾝｿﾞｸ,光軽金属工業株式会社,,4230125,ｳｴﾂｹｹｰｽﾌﾀ,RXE60-21103,RXE60-21103(ﾀﾞｲｶｽﾄ),225,724.0,162900,42300.0,RXEH-6ｸﾄﾞｳﾌﾞ (ｵｶﾔﾏ), 52859,51
20230207,20230207,242,ｴｲﾜ,株式会社栄和,,3024828,ﾛｯｸﾎｼﾞｮｶﾑﾚﾊﾞ-ﾄﾘﾂｹｻﾞ,LTP-3333-3,LTP-3333-3,2000,77.76,155520,30200.0,LTD3F, 53509,51
20230207,20230207,242,ｴｲﾜ,株式会社栄和,,3024247,ﾀﾞｲ3ｼﾞｸﾍﾞﾍﾞﾙｷﾞﾔｰ(ﾍﾞﾘｯｸ),LTR4-31057(1),LTR4-31057(1),3000,66.14,198420,30200.0,LTD3F, 53508,51
20230207,20230207,282,ﾅｶﾔﾏｺﾞｳｷﾝ,株式会社中山合金鋳造所,,30603331,ｺﾝﾍﾞｱｹｰｽ R H28/6,X4-2105(4)R,X4-2105(4)R,225,564.89,127101,30600.0,X-4, 53560,51
20230207,20230207,282,ﾅｶﾔﾏｺﾞｳｷﾝ,株式会社中山合金鋳造所,,3033530,ﾄﾞﾗﾑﾌﾀ,LPRH6-24204-1,LPRH6-24204-1,361,315.07,113741,30300.0,LPRH-6, 53547,51
20230207,20230207,282,ﾅｶﾔﾏｺﾞｳｷﾝ,株式会社中山合金鋳造所,,30603322,ｺﾝﾍﾞｱｹｰｽ L H28/6,RX6-21104(4)L,RX6-21104(4)L,225,643.52,144792,30600.0,X-4, 53559,51
20230207,20230207,282,ﾅｶﾔﾏｺﾞｳｷﾝ,株式会社中山合金鋳造所,,30603331,ｺﾝﾍﾞｱｹｰｽ R H28/6,X4-2105(4)R,X4-2105(4)R,200,564.89,112978,30600.0,X-4, 53561,51
20230207,20230207,124,ﾋﾗﾉ,株式会社ヒラノ,補用,3022286,ﾍﾞﾔﾘﾝｸﾞ BB6007,BB6007,BB6007,6,226.0,1356,30200.0,LTD3F, 57558,51
20230207,20230207,124,ﾋﾗﾉ,株式会社ヒラノ,補用,3022286,ﾍﾞﾔﾘﾝｸﾞ BB6007,BB6007,BB6007,6,226.0,1356,30200.0,LTD3F, 57559,51
20230207,20230207,124,ﾋﾗﾉ,株式会社ヒラノ,補用,3022286,ﾍﾞﾔﾘﾝｸﾞ BB6007,BB6007,BB6007,4,226.0,904,30200.0,LTD3F, 57556,51
20230207,20230207,124,ﾋﾗﾉ,株式会社ヒラノ,補用,3022286,ﾍﾞﾔﾘﾝｸﾞ BB6007,BB6007,BB6007,4,226.0,904,30200.0,LTD3F, 57557,51
20230207,20230207,124,ﾋﾗﾉ,株式会社ヒラノ,補用,30323241,ﾍﾞﾔﾘﾝｸﾞ  BB6011LL(ﾀｲﾈﾂｸﾞﾘ,BB6011LL,BB6011LL,10,900.0,9000,30300.0,LPRH-6, 57582,51
20230207,20230207,124,ﾋﾗﾉ,株式会社ヒラノ,補用,30323241,ﾍﾞﾔﾘﾝｸﾞ  BB6011LL(ﾀｲﾈﾂｸﾞﾘ,BB6011LL,BB6011LL,10,900.0,9000,30300.0,LPRH-6, 57581,51
20230207,20230207,124,ﾋﾗﾉ,株式会社ヒラノ,補用,3022286,ﾍﾞﾔﾘﾝｸﾞ BB6007,BB6007,BB6007,4,226.0,904,30200.0,LTD3F, 57555,51
20230207,20230207,282,ﾅｶﾔﾏｺﾞｳｷﾝ,株式会社中山合金鋳造所,補用,3033530,ﾄﾞﾗﾑﾌﾀ,LPRH6-24204-1,LPRH6-24204-1,40,315.07,12603,30300.0,LPRH-6, 57974,51
20230207,20230207,282,ﾅｶﾔﾏｺﾞｳｷﾝ,株式会社中山合金鋳造所,補用,3033530,ﾄﾞﾗﾑﾌﾀ,LPRH6-24204-1,LPRH6-24204-1,40,315.07,12603,30300.0,LPRH-6, 57975,51
20230207,20230207,282,ﾅｶﾔﾏｺﾞｳｷﾝ,株式会社中山合金鋳造所,補用,30603322,ｺﾝﾍﾞｱｹｰｽ L H28/6,RX6-21104(4)L,RX6-21104(4)L,10,643.52,6436,30600.0,X-4, 57979,51
20230207,20230207,156,ﾐﾉﾙｶｾｲ,みのる化成株式会社,,3250193,ｾﾝｼﾞｮｳﾀﾝｸCP(LSC4)(ｼﾓｲﾁ)(P,LSC-4101(2)+B (P242),LSC-4101(2)+B,150,1465.0,219750,32500.0,LSC-2(M), 53163,51
20230207,20230207,156,ﾐﾉﾙｶｾｲ,みのる化成株式会社,,3024062H,ﾖﾋﾞﾅｴﾀﾞｲ(ﾎﾜｲﾄ)ﾊｺ15ｲﾘｲﾘ(ﾑｻ,LTP6-5502(4)+Aﾊｺ15ｲﾘP2971,LTP6-5502(4)+A,1140,95.0,108300,30200.0,LTD3F, 53120,51
20230207,20230207,156,ﾐﾉﾙｶｾｲ,みのる化成株式会社,,3024059,ｸﾄﾞｳﾌﾟ-ﾘ- (ﾑｻ),LTP-3501-2 (P140),LTP-3501-2,1800,16.0,28800,30200.0,LTD3F, 53116,51
